linha_csv;demandante;situacao;motivo;plano;numero_item;classe;valor_total;descricao
1902;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;655;4220;63000.0;PRANCHÃO DE SALVAMENTO AQUÁTICO. Utilizado no resgate aquático | 449052
1904;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;657;9290;60000.0;Curso de APH TÁTICO (TEC) | 339039
1915;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;658;3230;3000.0;Máquinas, Ferramentas e mobília de oficinas mecânicas LAVADORA de alta pressão 1500psi 1400w com jato de água leque e concentrado, sistema stop total | 449052
1919;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;659;4220;14304.0;HARNESS OU ARNÊS DE SEGURANÇA PARA FINS | 449052
1920;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;660;6530;1600.0;SENSOR DE OXIMETRIA PARA NEONATOS | 449052
1921;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;661;9290;9000.0;Critical Communications World (CCW) 2026 | 339039
1922;COMAP;publicado com pendência;unidade_fornecimento_ausente,classe_sugerida;170394;662;5412;2855782.16;Berçário - Construção na ABMIL | 449051
1923;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;663;6779;1639500.0;Prestação de serviços de Fornecimento de passagens Aéreas, Nacionais e Internacionais para o CBMDF | 339039
1927;CEABM;publicado com pendência;unidade_fornecimento_ausente;170394;664;7020;12000.0;Impressoras a laser de grande porte para uso coletivo | 449052
1929;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;665;4240;270000.0;DESENCARCERADOR TIPO FERRAMENTA COMBINADA DESENCARCERADORA A BATERIA PARA VEÍCULOS DE PORTE PESADO. Ferramenta combinada a bateria destinada a operações de corte e separação em veículos de porte pesado | 449052
1931;GPCIV;publicado com pendência;unidade_fornecimento_ausente;170394;667;7820;12000.0;INFLÁVEL FUTEBOL DE SABÃO 12,00 X 6,00(L) X 2,50(A), multicolorido, Peso máximo suportado: 500kg, Idade recomendada: a partir de 5 anos, Peso total do produto: 200 kg, Dimensões do produto (CxLxA): 12m x 6m x 2,50m | 449052
1933;DITIC;publicado com pendência;unidade_fornecimento_ausente;170394;668;5805;4000000.0;Adquisição de terminasi fiscos e móveis de radiocomunicação | 449052
1944;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;669;3230;2230.0;Ferramentas, Máquinas e bonecas de marcenaria, Carpintaria e serralheria MAQUINA DE SOLDA, Tensão de 220V, com frequência de 50 a 60 hz, potência entre 10kVA e 11,5kVA, faixa de corrente entre 20 - 250A, diâmetro do arame de 0,8 - 1mm | 449052
1948;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;670;6505;1950.0;V10. Polivalente (protege contra várias viroses/bacterioses) | 339030
1949;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;671;6530;5000.0;EQUIPAMENTOS E ACESSÓRIOS PARA PEQUENA CIRURGIA | 449052
1950;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;672;9290;2500.0;LAAD Defence & Security 2027 | 339039
1961;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;673;3230;53709.34;Ferramentas em geral FERRAMENTAS MANUAIS, compostas por 168 peças, acondicionadas em maleta para transporte | 449052
1965;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;674;6505;1170.0;VACINA ANTIRRÁBICA PARA CÃES. Vacina veterinária indicada para a prevenção da raiva em cães, destinada à imunização anual, conforme protocolos sanitários vigentes | 339030
1966;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;675;2330;70000.0;REBOCADOR DE AVIÕES - TUG | 449052
1967;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;676;9290;9000.0;Curso de Gestão em TIC – PMESP (Oficiais) | 339039
1978;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;677;7110;8016.96;Móveis em geral ARMÁRIO COFRE PARA ARMAMENTO - Dimensões mínimas: 500mm (profundidade) x 600mm (largura) x 1600mm (altura). Estrutura em aço com tratamento antiferrugem, pintura eletrostática antimicrobiana | 449052
1982;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;678;4240;26600.1;GPS. Dispositivo GPS portátil, destinado ao rastreamento e monitoramento de localização de cães em tempo real, com funcionalidade de comunicação via satélite e integração com coleiras compatíveis. Deve apresentar alta precisão de posicionamento | 449052
1983;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;679;6530;10000.0;CUFÔMETRO | 449052
1984;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;680;9290;15000.0;Curso de Gestão em TIC – PMESP (Praças) | 339039
1995;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;681;7110;20993.8;Móveis em geral MESA DE REUNIÃO | 449052
1999;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;682;4240;15809.4;ROUPA SANITÁRIA - macacão de saneamento, de mangas longas. Feito em nylon emborrachado, similar ou superior, com face em poliamida e/ou PVC, similar ou superior | 449052
2001;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;684;9290;91005.0;Qualificação de Tipo Célula AS350 B3, B3+ e H125 | 339039
2012;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;685;7110;268480.8;Móveis em geral CADEIRA SOBRE LONGARINA, em polipropileno de (03) três lugares, sem braços. Encosto em espaldar baixo, com medidas de 470X245 mm (LXH). Assento medindo 440 X 470 mm (LXP). Cor a definir | 449052
2016;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;686;4240;53029.68;CORTADOR A DISCO À COMBUSTÃO. Do tipo policorte, portátil, monocilindríco. Motor 2 tempos, a combustão | 449052
2017;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;687;9290;414000.0;TREINAMENTO PARA OVN | 339039
2018;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;688;9290;47500.0;Pós-Graduação em Cloud Computing (XP Educação/IGTI) | 339039
2029;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;689;7110;45799.92;Móveis em geral CARRINHO PARA TRANSPORTE DE CADEIRAS | 449052
2033;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;690;4220;45946.0;LANTERNA PORTÁTIL DE LED TIPO BASTÃO PARA MERGULHO AUTÔNOMO. Corpo compacto de alumínio anodizado de revestimento duro possuindo design ergonômico proporcionando uma aderência confortável e segura, mesmo com luvas | 449052
2034;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;691;5855;548000.0;COMPATIBILIZAÇÃO DE AERONAVE PARA OVN | 449052
2035;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;692;9290;45000.0;Pós-Graduação em Cibersegurança (PUC Minas) | 339039
2046;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;693;7110;62700.0;Móveis em geral MESA DE REUNIÃO | 449052
2051;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;694;5855;636000.0;OCULOS DE VISAO NOTURNA NCM: 90.05.1000 ovn | 449052
2052;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;695;9290;6500.0;MBA em Cyber Security (FIAP) | 339039
2063;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;696;7110;162000.0;Móveis em geral MESA REUNIÃO RETANGULAR III | 449052
2067;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;697;6505;8370.0;ECTOPARASITICIDA TÓPICO PARA CÃES (SPOT-ON). Produto veterinário do tipo pipeta antipulgas e carrapatos, indicado para cães na faixa de 25 a 40 kg, destinado ao controle e prevenção de ectoparasitas | 339030
2068;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;698;6530;4125.0;CÂNULA DE ASPIRAÇÃO RÍGIDA PARA ASPIRADOR PROCESSÁVEL | 449052
2069;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;699;9290;75000.0;Pós-Graduação em Arquitetura de Soluções (Full Cycle) | 339039
2080;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;700;7110;19260.0;Móveis em geral MESA DE TRABALHO ANGULAR TIPO DIRETOR I | 449052
2084;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;701;6505;1001.0;VACINA BRONCHIGUARD (BORDETELLA) PARA CÃES. Vacina veterinária indicada para a prevenção da traqueobronquite infecciosa canina (tosse dos canis) | 339030
2085;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;702;6530;1860.0;Glicosímetro portátil | 449052
2086;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;703;9290;56880.0;Balanceamento de Rotores AS350 Séries ou H125 | 339039
2097;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;704;7110;29844.0;Móveis em geral MESA MODULA | 449052
2101;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;705;4240;84000.0;MARTELO DEMOLIDOR 30KG. Equipamento para demolição pesada de lajes e pavimentos | 449052
2102;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;706;9290;675000.0;TREINAMENTO DE AVIAÇÃO AGRÍCOLA | 339039
2103;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;707;9290;45490.0;Documentação Técnica Airbus Helicopters e Noções básicas de legislações aeronáuticas | 339039
2104;COMAP;publicado com pendência;unidade_fornecimento_ausente,classe_sugerida;170394;708;5412;2647667.83;CESMA - construção galpão logístico | 449051
2105;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;709;8316;255000.0;Serviços de reparos, instalação e manutenção de elevadores e afins Prestação de serviço de manutenção corretiva e preventiva, quantidade de mão de obra, reparos, peças, materiais de reposição, ferramentas e insumos | 339039
2110;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;710;4240;23550.0;CAPACETE DE SALVAMENTO. Equipamento de proteção individual destinado a operações de salvamento e resgate, proporcionando proteção, conforto e segurança ao usuário. Deve possibilitar a instalação de acessórios que ampliem sua | 449052
2112;GPCIV;publicado com pendência;unidade_fornecimento_ausente;170394;712;8970;3750.0;RAÇÃO HUMANA OPERACIONAL | 339030
2114;DITIC;publicado com pendência;unidade_fornecimento_ausente;170394;713;1411;1000000.0;Contratação de telefonia móvel | 339039
2123;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;714;7110;378480.0;Móveis em geral MESA REBATÍVEL | 449052
2127;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;715;4240;4500.0;CAIXA ORGANIZADORA. Caixa organizadora confeccionada em polietileno de alta densidade (PEAD) ou polipropileno (PP), resistente a agentes químicos, destinada à utilização em viatura de salvamento. Capacidade mínima de 130 litros | 449052
2128;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;716;6530;1000.0;BOUGIE PEDIÁTRICO | 449052
2129;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;717;9290;45490.0;CURSO Operação e Manutenção de Baterias Aeronáuticas (NI-CA) | 339039
2130;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;718;7110;251820.0;Móveis em geral MESA RETANGULAR 1 PESSOA | 449052
2134;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;719;7195;7500.0;"CADEIRA DOBRÁVEL, material: tubos e chapas de aço; peso aproximado: 3kg; altura do encosto: 780mm; altura do assento: 430mm; largura do assento: 355mm | 449052"
2137;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;721;7110;1239000.0;Móveis em geral MESA DE TRABALHO ANGULAR TIPO I | 449052
2141;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;722;7195;7744.8;CADEIRA DOBRÁVEL - Material: Aço, tratamento antiferrugem, suporta até 120 kg, dimensões: fechado: 4 x 38 x 91 cm (CxLxA), aberto: 44 x 38 x 80 cm (CxLxA), Peso: 3,025 kg | 449052
2143;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;724;9290;2070.0;Contratação de serviços técnicos especializados de instrução de voo na aeronave Piper PA-18 do CBMDF, abrangendo a formação de pilotos nas fases de Piloto Privado de Avião (PPA) | 339039
2144;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;725;7110;1680000.0;Móveis de madeira para escritório GAVETEIRO VOLANTE COM 3 GAVETAS , Discrição: Dimensões 400x500x650 mm (±5%), confeccionado em MDP/MDF nas cores a definir, com tampos superiores e inferiores de 25 mm | 449052
2148;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;726;7195;5565.0;"Mesa Dobrável, formato retangular; cor: branca; dimensões: Comprimento (71cm) X Largura (74,5cm) X Altura (72cm) | 449052"
2149;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;727;9290;75000.0;TREINAMENTO DE MANUTENÇÃO DE MOTORES LYCOMING | 339039
2150;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;728;9290;16000.0;MBA em Transformação Digital e Inovação Organizacional - UniCEUB | 339039
2151;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;729;7110;54700.0;Móveis em geral MESA | 449052
2155;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;730;8115;1485.0;CAIXA ORGANIZADORA 56L. Caixa organizadora, material polipropileno, transparente, capacidade mín. de 56 L. Medidas aproximadas: 37,10 cm x 38,50 cm x 56,40 cm. Trava e tampa | 339030
2156;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;731;6530;1000.0;BOUGIE NEONATAL | 449052
2157;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;732;9290;4320.0;TEP WILDFIRE - COMANDANTES INTERMEDIARIOS - COMPACTO | 339039
2158;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;733;7210;10071.6;Peças não incorporáveis ​​a imóveis CORTINA | 449052
2162;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;734;8115;1200.0;CAIXA ORGANIZADORA, 20L. Caixa Organizadora, material polipropileno, transparente, capacidade 20 L. Medidas aproximadas: 48,5 x 33 x 20 cm. Trava e tampa | 339030
2164;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;736;9290;4000.0;CURSO INVH PARA PILOTOS | 339039
2165;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;737;4240;547136.5;Equipamento de proteção de segundo BARRACA de campanha modular NR17/2017-D Abst, de 5m de largura x 6,24m de comprimento x 2,84m de altura, conforme concepção técnica da NR 17/2017 – D Abst., na cor branca | 449052
2169;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;738;8115;540.0;ORGANIZADOR PLÁSTICO COM GAVETAS. Organizador plástico com gavetas, material polipropileno ou similar. Tipo: Worker ou similar | 339030
2171;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;740;9290;198510.0;MBA Cibersegurança – USP/Esalq | 339039
2172;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;741;6720;20000.0;Equipamentos e acessórios para microfilmagem CÂMERA FILMADORA com tripé - 4K / cartão SD / Zoom 16x / Controle Remoto / Monitor LCD colorido / Wi fi / Ultra HD / Função webcam / conectividade USB / microfone e alto-falante interno e externo / | 449052
2176;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente,classe_sugerida,natureza_ausente;170394;742;7195;158.0;CAIXA EMPILHÁVEL C/ TAMPA 10L, cor: natural (branco) capacidade: 10 ldimensões externas aprox.: 13 x 31,4 x 45,7 cm (alt x larg x comp) | 
2178;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;744;9290;198510.0;MBA Engenharia de Software – USP/Esalq | 339039
2179;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;745;4110;35815.5;Aparelhos e central de ar condicionado AR CONDICIONADO | 449052
2183;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;746;4240;27000.0;MARTELETE. De 1500w. Função perfurador e rompedor, compacto para espaços confinados | 449052
2184;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;747;1510;85000.0;EQUIPAMENTO SIMULADOR DE VOO PARA AVIÕES | 449052
2185;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;748;9290;255000.0;Pós Graduação - Sistema de Segurança Contra Incêndio em BIM | 339039
2186;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;749;3426;1199.0;Máquinas, bonecas e equipamentos diversos FURADEIRA /PARAFUSADEIRA sem fio de 13mm, 20V + 2 baterias de 2Ah + acessórios com maleta de transporte 110V/220V. Mais | 449052
2190;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;750;4240;42180.6;Serra Sabre à Bateria (18V ou superior) com motor sem escovas de carvão e de velocidade variável (acionável pelo gatilho) | 449052
2191;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;751;9290;10000.0;Curso de Piloto Comercial de Helicóptero PCH | 339039
2192;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;752;9290;59000.0;Curso de capacitação - NFPA 30 - Código de Líquidos inflamáveis e combustíveis - com carga horária de 16 horas/aulas | 339039
2193;COMAP;publicado com pendência;unidade_fornecimento_ausente,classe_sugerida;170394;753;5412;4841785.46;QCG - Construção do anexo II | 449051
2194;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;754;4610;128925.0;Máquinas, máquinas e equipamentos diversos BEBEDOURO INDUSTRIAL DE 4 TORNEIRAS com capacidade aproximada de 200 litros por hora (400 pessoas/h aprox.) e certificado pelo INMETRO. Armazenamento de água gelada: de 200 litros | 449052
2199;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;755;4220;86666.66;CONJUNTO PARA COMUNICAÇÃO SUBAQUÁTICA (MERGULHO). Kit contendo 1 (um) sistema de comunicação de superfície, 2 (duas) máscaras full face e 2 (dois) sistemas de comunicação da máscara | 449052
2200;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;756;4920;1725324.24;FERRAMENTAS PARA HOMOLOGAÇÃO DA OFICINA DO COMAV | 449052
2201;GPCIV;publicado com pendência;unidade_fornecimento_ausente;170394;757;8340;450.0;TENDA sanfonada 6 metros (comprimento) X 3 metros (largura), com estrutura em aço carbono com tratamento antiferrugem com quatro travas superiores de segurança para travamento quando aberta, e quatro travas para regulagem de altura | 339030
2203;DITIC;publicado com pendência;unidade_fornecimento_ausente;170394;758;1411;1000000.0;Contrtação de telefonia fixa (VoiP) | 339039
2204;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;759;7110;36800.0;Móveis em geral BAIA PARA ESTUDO DUPLA | 449052
2208;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;760;4220;20174.2;FLUTUADOR DE USO PESSOAL. Salvamento Life Belt. Capacidade de 100 a 130kg. Material: espuma, célula de plástico fechado, tipo EVA, espuma expandida microporosa de SBR | 449052
2209;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;761;9290;27200.0;Pós-graduação em Enfermagem Aeroespacial | 339039
2210;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;762;9290;19250.0;Análise da Execução Orçamentária e Financeira com Inteligência Artificial | 339039
2211;DIMAT;publicado com pendência;unidade_fornecimento_ausente,classe_sugerida,natureza_ausente;170394;763;7110;201000.0;Móveis em geral POLTRONA GIRATÓRIA TIPO ESTADO-MAIOR | 
2215;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;764;4220;150000.0;NADADEIRA PARA MERGULHO AUTÔNOMO – TIPO ABERTA. Dimensões: aproximadamente 55 cm comprimento x 25cm largura podendo possuir variação máxima de 3% a maior ou menor. Flutuabilidade neutra | 449052
2216;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;765;6530;30000.0;PAPEL DE ELETROCARDIOGRAMA | 449052
2217;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;766;9290;23320.0;ATCN® – Advanced Trauma Care for Nurses | 339039
2218;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;767;7110;300150.0;Móveis em geral POLTRONA REUNIÃO TIPO COMANDO | 449052
2222;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;768;4220;5496.0;BÚSSOLA SUBMERSSÍVEL. Deve possuir disco magnético que se movimenta para todas as direções, de forma que a leitura permaneça precisa ainda que o equipamento não esteja perfeitamente nivelado | 449052
2223;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;769;9290;16000.0;Curso de Transporte de Recém-Nascido de Alto Risco | 339039
2224;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;770;9290;90000.0;Curso de Formação de Instrutores em SIMULAÇÃO REALÍSTICA | 339039
2225;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;771;7110;2112000.0;Móveis em geral SUPORTE ARTICULADO DUPLO E TRIPLO | 449052
2229;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;772;4240;10953.0;COLEIRA COMPATÍVEL COM GPS. Coleira compatível com dispositivos GPS e destinados ao monitoramento e rastreamento de cães. Devem ser resistentes | 449052
2230;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;773;9290;10000.0;Curso de Instrutor de Voo de Helicóptero INVH | 339039
2232;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;774;7110;35640.0;Móveis em geral MESA DE REUNIÃO REDONDA | 449052
2236;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;775;6505;2790.0;ECTOPARASITICIDA TÓPICO PARA CÃES (SPOT-ON). Produto veterinário do tipo pipeta antipulgas e carrapatos, indicado para cães na faixa de 40 a 67 kg, destinado ao controle e prevenção de ectoparasitas | 339030
2238;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;777;9290;10000.0;7º CONGRESSO AEROMÉDICO – CONAER | 339039
2239;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;778;7110;346800.0;Móveis em geral BANCADA DE MANUTENÇÃO | 449052
2243;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;779;4240;18000.0;ROMPEDOR. Equipamento compacto para demolição leve em áreas de difícil acesso | 449052
2245;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;781;9290;10000.0;CONABRAERO (Congresso Nacional da Associação Brasileira de Enfermagem Aeroespacial) | 339039
2246;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;782;7110;39839.76;Móveis em geral MESA MODULAR EM AÇO, Com altura total de 660 mm, dotada de tampo retangular com bordas arredondadas, medindo no mínimo 550 mm de profundidade e 340 mm de largura | 449052
2250;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;783;4240;12268.2;CORTADOR A DISCO À BATERIA (ESMERILHADEIRA). Ferramenta elétrica portátil à bateria, destinada a operações de corte e desbaste, com motor de alto desempenho e tecnologia sem escovas de carvão. Deve apresentar potência superior a 1.050W | 449052
2252;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;785;9290;48000.0;SATShow 2027 (SATELLITE x GovMilSpace) | 339039
2253;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;786;7110;184800.0;Móveis em geral SOFÁ MODULAR RETO - Sofá modular reto individual (01 lugar), com estrutura em tubo de aço carbono com pintura eletrostática na cor a definir, assento e encosto em espuma de poliuretano de alta densidade sobre chassi multilaminado | 449052
2257;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;787;4220;70420.0;"Roupa de Mergulho (tipo úmida de neoprene) Sheico L-Foam duplo nylon; com 3mm a 4,3mm de espessura, corte anatômico | 449052"
2259;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;789;9290;4000.0;Futurecom 2026 | 339039
2260;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;790;7110;49740.0;Móveis em geral ARMÁRIO DE AÇO CLAVICULÁRIO | 449052
2264;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;791;6530;150.0;COMEDOURO RETRÁTIL PARA CÃES. Comedouro tipo leve, material silicone resistente, atóxico e inodoro, retrátil | 449052
2266;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;793;9290;6600.0;Seminário de Atualização em Jurisprudência de pessoa dos Tribunais Superiores | 339039
2267;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;794;7110;68934.66;Móveis em geral MESA RETANGULAR PROFESSOR | 449052
2271;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;795;4240;9388.26;GPS. Dispositivo que permite acompanhar a localização de cães em tempo real e visualizar seus movimentos por meio de aplicativo em smartphone compatível. Deve oferecer conectividade LTE com cobertura de rede adequada | 449052
2272;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;796;9290;20800.0;Advanced Trauma Care for Nurses (ATCN) | 339039
2273;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;797;9290;7500.0;PGConf.Brasil 2027 | 339039
2274;COMAP;publicado com pendência;unidade_fornecimento_ausente,classe_sugerida;170394;798;5412;3200615.93;42º GBMConstrução - Pôr do Sol/Sol Nascente (Tipo C) | 449051
2275;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;799;1112;109100.0;Aquisição Licença de Software Contratação de empresa especializada para o Completo de Banco de Preços, com validade de 12 (doze) meses, por meio do acesso monousuário mediante login e senha para cada acesso | 339039
2280;GBS;publicado com pendência;unidade_fornecimento_ausente;170394;800;4240;1050000.0;LUVA PARA SALVAMENTO VEICULAR. Luva de proteção com cinco dedos, destinada a operações de resgate veicular, proporcionando conforto, flexibilidade e respirabilidade ao usuário. Deve oferecer elevada resistência à abrasão, cortes | 449052
2281;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;801;8729;16734967.06;MANUTENÇÃO PEÇAS E SERVIÇO AERONAVE KING AIR B200 | 339039
2282;GPCIV;publicado com pendência;unidade_fornecimento_ausente;170394;802;8530;6500.0;Kit acolhimento e calamidades, contendo sabonete, shampoo, escova de dente, creme dental, condicionador. Objetivo fornecer kit acolhimento que compõe itens de higiene pessoal e limpeza, para usuários em primeira acolhida nos serviços institucionais | 339030
2283;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;803;9290;450000.0;Grand Caravan 208B EX / PT6A - Treinamento EUA | 339039
2284;DITIC;publicado com pendência;unidade_fornecimento_ausente;170394;804;1414;2700000.0;Ampliar e modernizar a infraestrutura de rede, incluindo a elaboração de projeto de cabeamento estruturado, aquisição de equipamentos, para todas as unidades do CBMDF e implementação de solução de comunicação satelital | 339039
2285;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;805;2320;47520.0;Veículos diversos CARRINHO | 449052
2289;GBS;publicado com pendência;unidade_fornecimento_ausente;170394;806;4240;141600.0;FREIO OITO DE RESGATE modelo grande, com orelhas de segurança, adequado para uso em atividades de salvamento em altura. Deve ser compatível com cordas de diferentes diâmetros, apresentar elevada resistência mecânica | 449052
2290;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;807;9290;225000.0;Curso Prático de Emergências para Pilotos de Helicópteros | 339039
2291;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;808;9290;9000.0;Adm. PostgreSQL com Alta Disponibilidade (4Linux) | 339039
2292;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;809;7110;126060.0;Móveis em geral POLTRONA ALTA | 449052
2296;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;810;4240;32500.0;CORDELETE. Com diâmetro de 8mm. Unidade: metro. Deverá ser fornecida em bobinas com 100 metros de corda | 449052
2298;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;812;9290;16000.0;Preparatório LPIC-1 – Linux Administrator (4Linux) | 339039
2299;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;813;7110;68400.0;Móveis em geral MESA RETANGULAR DE REFEITÓRIO II | 449052
