linha_csv;demandante;situacao;motivo;plano;numero_item;classe;valor_total;descricao
380;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;212;4220;3000.0;SNORKEL PARA MERGULHO | 449052
381;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;213;9290;51800.0;Contratação de empresa para execução de serviço comum (capacitação) em elaboração do processo licitatório ETP, TR E DFD com base na lei 14.133/21 | 339039
382;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;214;7320;519.96;Material e utensílio para copa e cozinha Bandeja, material: aço inoxidável, diâmetro de 40cm, espessura mínima de 1,8mm. - Unidade unidade | 449052
386;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;215;4220;3200.0;PAR DE REMOS. Em alumínio e polipropileno para manobras de emergência | 449052
387;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;216;4240;15000.0;TALABARTE AJUSTAVEL | 449052
389;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;217;7320;283.2;Material e utensílio para copa e cozinha PANO DE PRATO | 449052
393;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;218;6505;90.0;RIFOCINA. Antibiótico tópico para feridas/infecções de pele | 339030
394;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;219;4240;6150.0;Triângulo de Resgate | 449052
395;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;220;9290;22800.0;Curso de Manutenção de Drones | 339039
396;COMAP;publicado com pendência;unidade_fornecimento_ausente,classe_sugerida;170394;221;5412;6000000.0;GAVOP - Construção de novo grupamento | 449051
397;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;222;9290;10000.0;Serviços de instrução e orientação profissional Curso de Execução Orçamentária da Folha de Pessoal no SIAFI com OBPix | 339039
402;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;223;4240;15700.0;CAPACETE DE SALVAMENTO. Equipamento de proteção individual destinado a operações de salvamento e resgate, proporcionando proteção, conforto e segurança ao usuário. Deve possibilitar a instalação de acessórios que ampliem sua | 449052
403;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;224;6779;46000.0;TAXAS PARA VOO DE REVALIDAÇOES E HABILITAÇOES ASA FIXA | 339039
404;GPCIV;publicado com pendência;unidade_fornecimento_ausente;170394;225;3920;2250.0;CARRINHO PLATAFORMA EM AÇO METALICO Capacidade de até 600kg | 449052
405;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;226;9290;1800.0;Govtech summit 2027 | 339039
406;DITIC;publicado com pendência;unidade_fornecimento_ausente,classe_sugerida;170394;227;7010;3000000.0;Aquisição de equipamentos e soluções de Inteligência Artificail | 449052
407;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;228;7320;6899.9;"Material e utensílio para copa e cozinha CONJUNTO DE PANELAS, 6 Peças Antiaderente em Alumínio Teflon Antiaderente com Tampas em vidro temperado, composto por 1 panela nº 16; 01 panela nº 18; 01 caçarola nº 18; 01 Caçarola nº 20; uma caneca nº 14 | 449052"
411;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;229;6505;110.0;POMADA OFTÁLMICA VETERINÁRIA. Pomada oftálmica veterinária indicada para o tratamento de afecções oculares em cães, com ação antimicrobiana e anti-inflamatória, conforme prescrição veterinária. Produto similar ao Keravit | 339030
412;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;230;4240;40500.0;Gancho do Guincho com Trava | 449052
413;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;231;9290;39800.0;Advanced Cardiac Life Support (ACLS) | 339039
414;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;232;7320;133.02;Material e utensílio para copa e cozinha TRAVESSA | 449052
418;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;233;4240;17925.0;BOLSA/SACOLA/MOCHILA PARA CORDAS (ENTRE 33 E 50 LITROS). Destinado ao acondicionamento e transporte de cordas e acessórios utilizados em operações de salvamento e trabalho em altura. Deve ser confeccionada em material resistente, com proteção U.V | 449052
419;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;234;4240;15.0;Sapatilhas Leve Estampada Galvanizada | 449052
420;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;235;9290;12200.0;Elaboração de Estudo Técnico Preliminar (ETP) e Termo de Referência (TR) | 339039
421;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;236;7310;109.8;Material e utensílio para copa e cozinha ESCORREDOR de pratos | 449052
425;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;237;4240;11500.0;FERRAMENTA E CABO DE DIAGNÓSTICO DE BATERIAS HOLMATRO PENTHEON. Deve permitir a inspeção, análise técnica e verificação de múltiplas baterias Holmatro já adquiridas pela corporação | 449052
426;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;238;4240;14400.0;Maca de Resgate Flexível | 449052
427;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;239;9290;4909.0;Curso de Pesquisa de Preço e Planilha Orçamentária | 339039
428;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;240;7320;881.64;Material e utensílio para copa e cozinha JOGO DE COPOS ALTOS | 449052
432;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;241;6505;2900.0;HIDRATANTE DERMATOLÓGICO PARA CÃES. Produto de uso veterinário da linha hidratante/dermatológica, indicado para auxiliar na hidratação da pele e na recuperação e manutenção da barreira cutânea de cães | 339030
433;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;242;6230;21000.0;LANTERNA TIPO MPLS CHARGE-LED PARA CAPACETE TATICO OPERAOD AEROTATICO | 339030
434;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;243;9290;20400.0;Curso Prático de Editais de Concursos e a Proteção aos Direitos dos PcDs | 339039
435;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;244;7320;60.0;Material e utensílio para copa e cozinha SUPORTE PARA FILTRO DE CAFÉ. Caraterísticas Técnicas Mínimas: Em plástico de alta qualidade, nº 103, encaixe para uso firme e estável, utilizável em bules e garrafas térmicas, produto atóxico | 449052
439;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;245;6505;375.0;SUCRALFATO. Comprimido | 339030
441;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;247;9290;100000.0;Visita Técnica INTERNACIONAL | 339039
442;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;248;7320;16320.0;Material e utensílio para copa e cozinha CAFETEIRA ELÉTRICA | 449052
446;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;249;6505;80.0;COLÍRIO LUBRIFICANTE. Colírio lubrificante indicado para hidratação e proteção da superfície ocular, auxiliando no alívio do ressecamento e desconforto ocular em cães, conforme orientação veterinária. Produto similar ao Hyabak | 339030
447;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;250;8729;45000000.0;CONTRATAÇÃO DE SISTEMA PARA GESTÃO DE FROTA AERONÁUTICA | 339039
448;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;251;9290;28000.0;Curso Prático ADVANCED CARDIOVASCULAR LIFE SUPPORT (ACLS) | 339039
449;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;252;7320;597.6;Material e utensílio para copa e cozinha JARRA | 449052
453;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;253;6505;120.0;POMADA CICATRIZANTE E ANTIBIÓTICA. Pomada de uso veterinário indicada para o tratamento de feridas, lesões cutâneas e processos infecciosos superficiais, com ação cicatrizante e antibiótica, conforme orientação médico-veterinária | 339030
455;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;255;9290;32000.0;Pós-Graduação Lato Sensu em URGÊNCIA E EMERGÊNCIA | 339039
460;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;257;4240;1063.26;"DISCO DE CORTE (para esmerilhadeira) - para uso em multimateriais: concreto, metal, PVC, tijolos e blocos. Diâmetro aproximado do disco: 125 mm. Diâmetro aproximado do furo do disco: 22,23mm (7/8"") | 449052"
461;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;258;9290;1710000.0;FULL FLIGHT SIMULATOR - FSS PARA AERONAVES CARAVAN C208/AIRTRATOR AT802/KING AIR B200 | 339039
462;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;259;9290;1200000.0;Pós-Graduação Lato Sensu em URGÊNCIA E EMERGÊNCIA | 339039
467;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;261;4240;663.95;CONJUNTO DE SOQUETES DE IMPACTO. Para uso com chave de impacto tipo pistola, com encaixe compatível com a chave de impacto a bateria tipo pistola | 449052
469;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;263;9290;90000.0;Curso AMLS (ADVANCED MEDICAL LIFE SUPPORT) | 339039
470;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;264;5975;381.3;Material para instalação elétrica e de iluminação Luminária Desobrepor | 339030
474;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;265;4220;572.4;CINTO DE MERGULHO PARA LASTRO COM FIVELA INOX. Deverá ser construído em nylon reforçado e ser dotado de fivela de aço inox com sistema de cravos para travamento firme da fita na fivela e possibilitar a abertura rápida em casos de emergência | 449052
475;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;266;9290;24000.0;Curso de ULTRASSONOGRAFIA POINT-OF-CARE (POCUS) para Atendimento PRÉ-HOSPITALAR (APH) | 339039
476;COMAP;publicado com pendência;unidade_fornecimento_ausente,classe_sugerida;170394;267;5412;10000000.0;Demais instalações do CTOP - Reforma | 449051
477;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;268;3439;332.49;Máquinas, ferramentas e equipamentos diversos FURADEIRA: martelo perfurador rompedor sds-plus com maleta de transporte, potência de 800w até 820w, com 3 modos de operação, rotação simples, rotação com impacto e impacto simples | 339030
482;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;269;4240;258400.0;LANTERNA PARA CAPACETE DE SALVAMENTO. Acessório de iluminação destinado ao uso acoplado ao capacete de salvamento, devendo ser compatível com seu sistema de fixação. Deve proporcionar iluminação adequada para operações de resgate | 449052
483;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;270;6779;34500.0;TAXAS ANAC | 339039
484;GPCIV;publicado com pendência;unidade_fornecimento_ausente;170394;271;6940;1500.0;APITO produzido em plástico ABS (livre de bisfenol A) na cor preta com bolinha de material levíssimo. Não encharca em contato com água. Emite som agudo até 110 db. Acompanha cordão confeccionado em nylon preto medindo 45 cm de comprimento | 339030
485;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;272;9290;2400.0;Gov Summit 2027 | 339039
486;DITIC;publicado com pendência;unidade_fornecimento_ausente;170394;273;1111;1500000.0;Aquisições de soluções ou implementações de Inteligência Artificial, para automatizar tarefas, melhorar a análise de dados, prover maior eficiência, transparência e agilidade nas atividades administrativas e operacionais | 339039
487;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;274;5975;257.5;Material para instalação elétrica e de iluminação LÂMPADA LED Tubular T8 10W, G13, Bivolt, 4000K, 900 Lumens, IRC>80, FP:92, 60 CMS | 339030
491;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;275;4220;7944.8;Lastro para Cinto de Mergulho, construída em chumbo revestido com plástico injetado possuindo acabamento uniforme por toda peça | 449052
492;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;276;9290;149700.0;Contratação de empresa para execução de serviço comum (capacitação) sobre Licitações e Contratos | 339039
493;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;277;5975;841.92;Material para instalação elétrica e de iluminação Tomada Régua Barra com 4 tomadas 2P+T 10A para extensão | 339030
497;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;278;4240;6000.0;COLETE PEITORAL MILITAR PARA ADESTRAMENTO DE CÃES. Colete confeccionado em nylon impermeável, na cor preta, destinado ao apoio às atividades de treinamento e manejo de cães | 449052
499;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;279;5975;40.0;Material para eletrônica CHAVE DE TESTE, multiteste digital - não necessita de pilhas ou baterias para funcionar - medição de voltagem: - permite uniformidade de 12v, 36v, 55v | 339030
503;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;280;6505;85.0;OMEPRAZOL. Cápsula | 339030
504;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;281;9290;24000.0;Fire Behavior Training | 339039
505;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;282;5975;120.0;Material para instalação elétrica e de iluminação INTERRUPTOR, simples, placa horizontal, 10a - 250v, 1 tecla | 339030
509;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;283;6505;80.0;DIPIRONA. Comprimido | 339030
510;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;284;9290;34900.0;ATLS - Advanced Trauma Life Support | 339039
511;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;285;5975;200.0;Material para instalação elétrica e de iluminação Detector de tensão 90v a 1000v Ac cat li 1000v | 339030
515;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;286;6505;50.0;POMADA CICATRIZANTE. Pomada veterinária indicada para cicatrização e regeneração de tecidos, auxiliando na recuperação de feridas, lesões cutâneas e processos de reparação da pele, conforme orientação médico-veterinária. Produto similar ao Crema 6A | 339030
516;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;287;9290;17400.0;Gestão e Fiscalização de Contratos de Concursos | 339039
517;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;288;5975;37.5;Material para instalação elétrica e de iluminação CONECTOR ELÉTRICO | 339030
521;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;289;6910;17984.5;CIRCUITO DE TREINAMENTO PARA O CANIL. Composto por: mesas, escadas, balanças, túneis, gangorras e pranchas para circuito de agilidade para cães de busca e resgate | 339030
522;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;290;9290;94940.0;ontratação de serviço comum para capacitação em confecção de estudo técnico preliminar, termo de referência e projeto básico utilizando inteligência artificial | 339039
523;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;291;5975;1520.0;Material para instalação elétrica e de iluminação FIO 4MM FLEXÍVEL | 339030
527;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;292;4220;15000.0;APITO PARA GUARDA-VIDAS. Dispositivo sonoro utilizado para emitir sinais audíveis de alerta, orientação e emergência em ambientes aquáticos ou de grande circulação de pessoas | 449052
529;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;293;5975;75.0;Material para instalação elétrica e de iluminação Disjuntor elétrico monofásico 25a, padrão din | 339030
533;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;294;6530;8000.0;MESA PARA PROCEDIMENTOS VETERINÁRIOS. Mesa destinada à realização de procedimentos veterinários, com estrutura resistente, superfície adequada à higienização e estabilidade compatível com o uso profissional em atendimento e manejo de animais | 449052
